,date,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y
23,2020-10-12,122.35633850097656,119.11054992675781,119.19906616210938,118.72697448730469,117.06472778320312,114.07466888427734,115.57952880859375,114.95005798339844,113.84844207763672,113.15011596679688,113.15994262695312,114.6844711303711,109.37318420410156,113.42552185058594,107.07162475585938,106.98311614990234,108.62566375732422,113.06159210205078,117.0745620727539,116.94155883789062,114.6064682006836
24,2020-10-13,119.11054992675781,119.19906616210938,118.72697448730469,117.06472778320312,114.07466888427734,115.57952880859375,114.95005798339844,113.84844207763672,113.15011596679688,113.15994262695312,114.6844711303711,109.37318420410156,113.42552185058594,107.07162475585938,106.98311614990234,108.62566375732422,113.06159210205078,117.0745620727539,116.94155883789062,114.6064682006836,114.26161193847656
25,2020-10-14,119.19906616210938,118.72697448730469,117.06472778320312,114.07466888427734,115.57952880859375,114.95005798339844,113.84844207763672,113.15011596679688,113.15994262695312,114.6844711303711,109.37318420410156,113.42552185058594,107.07162475585938,106.98311614990234,108.62566375732422,113.06159210205078,117.0745620727539,116.94155883789062,114.6064682006836,114.26161193847656,117.72976684570312
26,2020-10-15,118.72697448730469,117.06472778320312,114.07466888427734,115.57952880859375,114.95005798339844,113.84844207763672,113.15011596679688,113.15994262695312,114.6844711303711,109.37318420410156,113.42552185058594,107.07162475585938,106.98311614990234,108.62566375732422,113.06159210205078,117.0745620727539,116.94155883789062,114.6064682006836,114.26161193847656,117.72976684570312,117.45389556884766
27,2020-10-16,117.06472778320312,114.07466888427734,115.57952880859375,114.95005798339844,113.84844207763672,113.15011596679688,113.15994262695312,114.6844711303711,109.37318420410156,113.42552185058594,107.07162475585938,106.98311614990234,108.62566375732422,113.06159210205078,117.0745620727539,116.94155883789062,114.6064682006836,114.26161193847656,117.72976684570312,117.45389556884766,117.50316619873047
28,2020-10-19,114.07466888427734,115.57952880859375,114.95005798339844,113.84844207763672,113.15011596679688,113.15994262695312,114.6844711303711,109.37318420410156,113.42552185058594,107.07162475585938,106.98311614990234,108.62566375732422,113.06159210205078,117.0745620727539,116.94155883789062,114.6064682006836,114.26161193847656,117.72976684570312,117.45389556884766,117.50316619873047,118.5278549194336
29,2020-10-20,115.57952880859375,114.95005798339844,113.84844207763672,113.15011596679688,113.15994262695312,114.6844711303711,109.37318420410156,113.42552185058594,107.07162475585938,106.98311614990234,108.62566375732422,113.06159210205078,117.0745620727539,116.94155883789062,114.6064682006836,114.26161193847656,117.72976684570312,117.45389556884766,117.50316619873047,118.5278549194336,117.63124084472656
30,2020-10-21,114.95005798339844,113.84844207763672,113.15011596679688,113.15994262695312,114.6844711303711,109.37318420410156,113.42552185058594,107.07162475585938,106.98311614990234,108.62566375732422,113.06159210205078,117.0745620727539,116.94155883789062,114.6064682006836,114.26161193847656,117.72976684570312,117.45389556884766,117.50316619873047,118.5278549194336,117.63124084472656,116.29127502441406
31,2020-10-22,113.84844207763672,113.15011596679688,113.15994262695312,114.6844711303711,109.37318420410156,113.42552185058594,107.07162475585938,106.98311614990234,108.62566375732422,113.06159210205078,117.0745620727539,116.94155883789062,114.6064682006836,114.26161193847656,117.72976684570312,117.45389556884766,117.50316619873047,118.5278549194336,117.63124084472656,116.29127502441406,116.89228820800781
32,2020-10-23,113.15011596679688,113.15994262695312,114.6844711303711,109.37318420410156,113.42552185058594,107.07162475585938,106.98311614990234,108.62566375732422,113.06159210205078,117.0745620727539,116.94155883789062,114.6064682006836,114.26161193847656,117.72976684570312,117.45389556884766,117.50316619873047,118.5278549194336,117.63124084472656,116.29127502441406,116.89228820800781,115.6114273071289
33,2020-10-26,113.15994262695312,114.6844711303711,109.37318420410156,113.42552185058594,107.07162475585938,106.98311614990234,108.62566375732422,113.06159210205078,117.0745620727539,116.94155883789062,114.6064682006836,114.26161193847656,117.72976684570312,117.45389556884766,117.50316619873047,118.5278549194336,117.63124084472656,116.29127502441406,116.89228820800781,115.6114273071289,112.17285919189453
34,2020-10-27,114.6844711303711,109.37318420410156,113.42552185058594,107.07162475585938,106.98311614990234,108.62566375732422,113.06159210205078,117.0745620727539,116.94155883789062,114.6064682006836,114.26161193847656,117.72976684570312,117.45389556884766,117.50316619873047,118.5278549194336,117.63124084472656,116.29127502441406,116.89228820800781,115.6114273071289,112.17285919189453,113.4734115600586
35,2020-10-28,109.37318420410156,113.42552185058594,107.07162475585938,106.98311614990234,108.62566375732422,113.06159210205078,117.0745620727539,116.94155883789062,114.6064682006836,114.26161193847656,117.72976684570312,117.45389556884766,117.50316619873047,118.5278549194336,117.63124084472656,116.29127502441406,116.89228820800781,115.6114273071289,112.17285919189453,113.4734115600586,114.32073974609375
36,2020-10-29,113.42552185058594,107.07162475585938,106.98311614990234,108.62566375732422,113.06159210205078,117.0745620727539,116.94155883789062,114.6064682006836,114.26161193847656,117.72976684570312,117.45389556884766,117.50316619873047,118.5278549194336,117.63124084472656,116.29127502441406,116.89228820800781,115.6114273071289,112.17285919189453,113.4734115600586,114.32073974609375,114.87248992919922
37,2020-10-30,107.07162475585938,106.98311614990234,108.62566375732422,113.06159210205078,117.0745620727539,116.94155883789062,114.6064682006836,114.26161193847656,117.72976684570312,117.45389556884766,117.50316619873047,118.5278549194336,117.63124084472656,116.29127502441406,116.89228820800781,115.6114273071289,112.17285919189453,113.4734115600586,114.32073974609375,114.87248992919922,117.29625701904297
38,2020-11-02,106.98311614990234,108.62566375732422,113.06159210205078,117.0745620727539,116.94155883789062,114.6064682006836,114.26161193847656,117.72976684570312,117.45389556884766,117.50316619873047,118.5278549194336,117.63124084472656,116.29127502441406,116.89228820800781,115.6114273071289,112.17285919189453,113.4734115600586,114.32073974609375,114.87248992919922,117.29625701904297,120.91217803955078
39,2020-11-03,108.62566375732422,113.06159210205078,117.0745620727539,116.94155883789062,114.6064682006836,114.26161193847656,117.72976684570312,117.45389556884766,117.50316619873047,118.5278549194336,117.63124084472656,116.29127502441406,116.89228820800781,115.6114273071289,112.17285919189453,113.4734115600586,114.32073974609375,114.87248992919922,117.29625701904297,120.91217803955078,121.26687622070312
40,2020-11-04,113.06159210205078,117.0745620727539,116.94155883789062,114.6064682006836,114.26161193847656,117.72976684570312,117.45389556884766,117.50316619873047,118.5278549194336,117.63124084472656,116.29127502441406,116.89228820800781,115.6114273071289,112.17285919189453,113.4734115600586,114.32073974609375,114.87248992919922,117.29625701904297,120.91217803955078,121.26687622070312,121.12895202636719
41,2020-11-05,117.0745620727539,116.94155883789062,114.6064682006836,114.26161193847656,117.72976684570312,117.45389556884766,117.50316619873047,118.5278549194336,117.63124084472656,116.29127502441406,116.89228820800781,115.6114273071289,112.17285919189453,113.4734115600586,114.32073974609375,114.87248992919922,117.29625701904297,120.91217803955078,121.26687622070312,121.12895202636719,120.44910430908203
42,2020-11-06,116.94155883789062,114.6064682006836,114.26161193847656,117.72976684570312,117.45389556884766,117.50316619873047,118.5278549194336,117.63124084472656,116.29127502441406,116.89228820800781,115.6114273071289,112.17285919189453,113.4734115600586,114.32073974609375,114.87248992919922,117.29625701904297,120.91217803955078,121.26687622070312,121.12895202636719,120.44910430908203,121.92701721191406
43,2020-11-09,114.6064682006836,114.26161193847656,117.72976684570312,117.45389556884766,117.50316619873047,118.5278549194336,117.63124084472656,116.29127502441406,116.89228820800781,115.6114273071289,112.17285919189453,113.4734115600586,114.32073974609375,114.87248992919922,117.29625701904297,120.91217803955078,121.26687622070312,121.12895202636719,120.44910430908203,121.92701721191406,122.54773712158203
44,2020-11-10,114.26161193847656,117.72976684570312,117.45389556884766,117.50316619873047,118.5278549194336,117.63124084472656,116.29127502441406,116.89228820800781,115.6114273071289,112.17285919189453,113.4734115600586,114.32073974609375,114.87248992919922,117.29625701904297,120.91217803955078,121.26687622070312,121.12895202636719,120.44910430908203,121.92701721191406,122.54773712158203,119.98603057861328
45,2020-11-11,117.72976684570312,117.45389556884766,117.50316619873047,118.5278549194336,117.63124084472656,116.29127502441406,116.89228820800781,115.6114273071289,112.17285919189453,113.4734115600586,114.32073974609375,114.87248992919922,117.29625701904297,120.91217803955078,121.26687622070312,121.12895202636719,120.44910430908203,121.92701721191406,122.54773712158203,119.98603057861328,121.42452239990234
46,2020-11-12,117.45389556884766,117.50316619873047,118.5278549194336,117.63124084472656,116.29127502441406,116.89228820800781,115.6114273071289,112.17285919189453,113.4734115600586,114.32073974609375,114.87248992919922,117.29625701904297,120.91217803955078,121.26687622070312,121.12895202636719,120.44910430908203,121.92701721191406,122.54773712158203,119.98603057861328,121.42452239990234,120.60676574707031
47,2020-11-13,117.50316619873047,118.5278549194336,117.63124084472656,116.29127502441406,116.89228820800781,115.6114273071289,112.17285919189453,113.4734115600586,114.32073974609375,114.87248992919922,117.29625701904297,120.91217803955078,121.26687622070312,121.12895202636719,120.44910430908203,121.92701721191406,122.54773712158203,119.98603057861328,121.42452239990234,120.60676574707031,119.98603057861328
48,2020-11-16,118.5278549194336,117.63124084472656,116.29127502441406,116.89228820800781,115.6114273071289,112.17285919189453,113.4734115600586,114.32073974609375,114.87248992919922,117.29625701904297,120.91217803955078,121.26687622070312,121.12895202636719,120.44910430908203,121.92701721191406,122.54773712158203,119.98603057861328,121.42452239990234,120.60676574707031,119.98603057861328,125.99617767333984
49,2020-11-17,117.63124084472656,116.29127502441406,116.89228820800781,115.6114273071289,112.17285919189453,113.4734115600586,114.32073974609375,114.87248992919922,117.29625701904297,120.91217803955078,121.26687622070312,121.12895202636719,120.44910430908203,121.92701721191406,122.54773712158203,119.98603057861328,121.42452239990234,120.60676574707031,119.98603057861328,125.99617767333984,125.92720794677734
50,2020-11-18,116.29127502441406,116.89228820800781,115.6114273071289,112.17285919189453,113.4734115600586,114.32073974609375,114.87248992919922,117.29625701904297,120.91217803955078,121.26687622070312,121.12895202636719,120.44910430908203,121.92701721191406,122.54773712158203,119.98603057861328,121.42452239990234,120.60676574707031,119.98603057861328,125.99617767333984,125.92720794677734,126.80408477783203
51,2020-11-19,116.89228820800781,115.6114273071289,112.17285919189453,113.4734115600586,114.32073974609375,114.87248992919922,117.29625701904297,120.91217803955078,121.26687622070312,121.12895202636719,120.44910430908203,121.92701721191406,122.54773712158203,119.98603057861328,121.42452239990234,120.60676574707031,119.98603057861328,125.99617767333984,125.92720794677734,126.80408477783203,124.79415893554688
52,2020-11-20,115.6114273071289,112.17285919189453,113.4734115600586,114.32073974609375,114.87248992919922,117.29625701904297,120.91217803955078,121.26687622070312,121.12895202636719,120.44910430908203,121.92701721191406,122.54773712158203,119.98603057861328,121.42452239990234,120.60676574707031,119.98603057861328,125.99617767333984,125.92720794677734,126.80408477783203,124.79415893554688,126.34101867675781
53,2020-11-23,112.17285919189453,113.4734115600586,114.32073974609375,114.87248992919922,117.29625701904297,120.91217803955078,121.26687622070312,121.12895202636719,120.44910430908203,121.92701721191406,122.54773712158203,119.98603057861328,121.42452239990234,120.60676574707031,119.98603057861328,125.99617767333984,125.92720794677734,126.80408477783203,124.79415893554688,126.34101867675781,129.93722534179688
54,2020-11-24,113.4734115600586,114.32073974609375,114.87248992919922,117.29625701904297,120.91217803955078,121.26687622070312,121.12895202636719,120.44910430908203,121.92701721191406,122.54773712158203,119.98603057861328,121.42452239990234,120.60676574707031,119.98603057861328,125.99617767333984,125.92720794677734,126.80408477783203,124.79415893554688,126.34101867675781,129.93722534179688,129.0308074951172
55,2020-11-25,114.32073974609375,114.87248992919922,117.29625701904297,120.91217803955078,121.26687622070312,121.12895202636719,120.44910430908203,121.92701721191406,122.54773712158203,119.98603057861328,121.42452239990234,120.60676574707031,119.98603057861328,125.99617767333984,125.92720794677734,126.80408477783203,124.79415893554688,126.34101867675781,129.93722534179688,129.0308074951172,130.02593994140625
56,2020-11-27,114.87248992919922,117.29625701904297,120.91217803955078,121.26687622070312,121.12895202636719,120.44910430908203,121.92701721191406,122.54773712158203,119.98603057861328,121.42452239990234,120.60676574707031,119.98603057861328,125.99617767333984,125.92720794677734,126.80408477783203,124.79415893554688,126.34101867675781,129.93722534179688,129.0308074951172,130.02593994140625,134.6763916015625
57,2020-11-30,117.29625701904297,120.91217803955078,121.26687622070312,121.12895202636719,120.44910430908203,121.92701721191406,122.54773712158203,119.98603057861328,121.42452239990234,120.60676574707031,119.98603057861328,125.99617767333984,125.92720794677734,126.80408477783203,124.79415893554688,126.34101867675781,129.93722534179688,129.0308074951172,130.02593994140625,134.6763916015625,132.8831787109375
58,2020-12-01,120.91217803955078,121.26687622070312,121.12895202636719,120.44910430908203,121.92701721191406,122.54773712158203,119.98603057861328,121.42452239990234,120.60676574707031,119.98603057861328,125.99617767333984,125.92720794677734,126.80408477783203,124.79415893554688,126.34101867675781,129.93722534179688,129.0308074951172,130.02593994140625,134.6763916015625,132.8831787109375,131.75015258789062
59,2020-12-02,121.26687622070312,121.12895202636719,120.44910430908203,121.92701721191406,122.54773712158203,119.98603057861328,121.42452239990234,120.60676574707031,119.98603057861328,125.99617767333984,125.92720794677734,126.80408477783203,124.79415893554688,126.34101867675781,129.93722534179688,129.0308074951172,130.02593994140625,134.6763916015625,132.8831787109375,131.75015258789062,130.7353057861328
60,2020-12-03,121.12895202636719,120.44910430908203,121.92701721191406,122.54773712158203,119.98603057861328,121.42452239990234,120.60676574707031,119.98603057861328,125.99617767333984,125.92720794677734,126.80408477783203,124.79415893554688,126.34101867675781,129.93722534179688,129.0308074951172,130.02593994140625,134.6763916015625,132.8831787109375,131.75015258789062,130.7353057861328,127.5036392211914
61,2020-12-04,120.44910430908203,121.92701721191406,122.54773712158203,119.98603057861328,121.42452239990234,120.60676574707031,119.98603057861328,125.99617767333984,125.92720794677734,126.80408477783203,124.79415893554688,126.34101867675781,129.93722534179688,129.0308074951172,130.02593994140625,134.6763916015625,132.8831787109375,131.75015258789062,130.7353057861328,127.5036392211914,129.08006286621094
62,2020-12-07,121.92701721191406,122.54773712158203,119.98603057861328,121.42452239990234,120.60676574707031,119.98603057861328,125.99617767333984,125.92720794677734,126.80408477783203,124.79415893554688,126.34101867675781,129.93722534179688,129.0308074951172,130.02593994140625,134.6763916015625,132.8831787109375,131.75015258789062,130.7353057861328,127.5036392211914,129.08006286621094,124.73503112792969
63,2020-12-08,122.54773712158203,119.98603057861328,121.42452239990234,120.60676574707031,119.98603057861328,125.99617767333984,125.92720794677734,126.80408477783203,124.79415893554688,126.34101867675781,129.93722534179688,129.0308074951172,130.02593994140625,134.6763916015625,132.8831787109375,131.75015258789062,130.7353057861328,127.5036392211914,129.08006286621094,124.73503112792969,128.99139404296875
64,2020-12-09,119.98603057861328,121.42452239990234,120.60676574707031,119.98603057861328,125.99617767333984,125.92720794677734,126.80408477783203,124.79415893554688,126.34101867675781,129.93722534179688,129.0308074951172,130.02593994140625,134.6763916015625,132.8831787109375,131.75015258789062,130.7353057861328,127.5036392211914,129.08006286621094,124.73503112792969,128.99139404296875,130.10475158691406
65,2020-12-10,121.42452239990234,120.60676574707031,119.98603057861328,125.99617767333984,125.92720794677734,126.80408477783203,124.79415893554688,126.34101867675781,129.93722534179688,129.0308074951172,130.02593994140625,134.6763916015625,132.8831787109375,131.75015258789062,130.7353057861328,127.5036392211914,129.08006286621094,124.73503112792969,128.99139404296875,130.10475158691406,127.07997131347656
66,2020-12-11,120.60676574707031,119.98603057861328,125.99617767333984,125.92720794677734,126.80408477783203,124.79415893554688,126.34101867675781,129.93722534179688,129.0308074951172,130.02593994140625,134.6763916015625,132.8831787109375,131.75015258789062,130.7353057861328,127.5036392211914,129.08006286621094,124.73503112792969,128.99139404296875,130.10475158691406,127.07997131347656,126.90261840820312
67,2020-12-14,119.98603057861328,125.99617767333984,125.92720794677734,126.80408477783203,124.79415893554688,126.34101867675781,129.93722534179688,129.0308074951172,130.02593994140625,134.6763916015625,132.8831787109375,131.75015258789062,130.7353057861328,127.5036392211914,129.08006286621094,124.73503112792969,128.99139404296875,130.10475158691406,127.07997131347656,126.90261840820312,128.96185302734375
68,2020-12-15,125.99617767333984,125.92720794677734,126.80408477783203,124.79415893554688,126.34101867675781,129.93722534179688,129.0308074951172,130.02593994140625,134.6763916015625,132.8831787109375,131.75015258789062,130.7353057861328,127.5036392211914,129.08006286621094,124.73503112792969,128.99139404296875,130.10475158691406,127.07997131347656,126.90261840820312,128.96185302734375,127.0110092163086
69,2020-12-16,125.92720794677734,126.80408477783203,124.79415893554688,126.34101867675781,129.93722534179688,129.0308074951172,130.02593994140625,134.6763916015625,132.8831787109375,131.75015258789062,130.7353057861328,127.5036392211914,129.08006286621094,124.73503112792969,128.99139404296875,130.10475158691406,127.07997131347656,126.90261840820312,128.96185302734375,127.0110092163086,125.2670669555664
70,2020-12-17,126.80408477783203,124.79415893554688,126.34101867675781,129.93722534179688,129.0308074951172,130.02593994140625,134.6763916015625,132.8831787109375,131.75015258789062,130.7353057861328,127.5036392211914,129.08006286621094,124.73503112792969,128.99139404296875,130.10475158691406,127.07997131347656,126.90261840820312,128.96185302734375,127.0110092163086,125.2670669555664,125.9469223022461
71,2020-12-18,124.79415893554688,126.34101867675781,129.93722534179688,129.0308074951172,130.02593994140625,134.6763916015625,132.8831787109375,131.75015258789062,130.7353057861328,127.5036392211914,129.08006286621094,124.73503112792969,128.99139404296875,130.10475158691406,127.07997131347656,126.90261840820312,128.96185302734375,127.0110092163086,125.2670669555664,125.9469223022461,130.08505249023438
72,2020-12-21,126.34101867675781,129.93722534179688,129.0308074951172,130.02593994140625,134.6763916015625,132.8831787109375,131.75015258789062,130.7353057861328,127.5036392211914,129.08006286621094,124.73503112792969,128.99139404296875,130.10475158691406,127.07997131347656,126.90261840820312,128.96185302734375,127.0110092163086,125.2670669555664,125.9469223022461,130.08505249023438,134.85372924804688
73,2020-12-22,129.93722534179688,129.0308074951172,130.02593994140625,134.6763916015625,132.8831787109375,131.75015258789062,130.7353057861328,127.5036392211914,129.08006286621094,124.73503112792969,128.99139404296875,130.10475158691406,127.07997131347656,126.90261840820312,128.96185302734375,127.0110092163086,125.2670669555664,125.9469223022461,130.08505249023438,134.85372924804688,137.0213623046875
74,2020-12-23,129.0308074951172,130.02593994140625,134.6763916015625,132.8831787109375,131.75015258789062,130.7353057861328,127.5036392211914,129.08006286621094,124.73503112792969,128.99139404296875,130.10475158691406,127.07997131347656,126.90261840820312,128.96185302734375,127.0110092163086,125.2670669555664,125.9469223022461,130.08505249023438,134.85372924804688,137.0213623046875,140.8146209716797
75,2020-12-24,130.02593994140625,134.6763916015625,132.8831787109375,131.75015258789062,130.7353057861328,127.5036392211914,129.08006286621094,124.73503112792969,128.99139404296875,130.10475158691406,127.07997131347656,126.90261840820312,128.96185302734375,127.0110092163086,125.2670669555664,125.9469223022461,130.08505249023438,134.85372924804688,137.0213623046875,140.8146209716797,141.0511016845703
76,2020-12-28,134.6763916015625,132.8831787109375,131.75015258789062,130.7353057861328,127.5036392211914,129.08006286621094,124.73503112792969,128.99139404296875,130.10475158691406,127.07997131347656,126.90261840820312,128.96185302734375,127.0110092163086,125.2670669555664,125.9469223022461,130.08505249023438,134.85372924804688,137.0213623046875,140.8146209716797,141.0511016845703,139.96726989746094
77,2020-12-29,132.8831787109375,131.75015258789062,130.7353057861328,127.5036392211914,129.08006286621094,124.73503112792969,128.99139404296875,130.10475158691406,127.07997131347656,126.90261840820312,128.96185302734375,127.0110092163086,125.2670669555664,125.9469223022461,130.08505249023438,134.85372924804688,137.0213623046875,140.8146209716797,141.0511016845703,139.96726989746094,135.0705108642578
